48;1;4
60;1;2
18;2;5
46;3;14
59;3;13
22;3;17
4;4;5
35;4;9
20;5;3
33;6;9
37;6;17
2;7;8
51;7;7
6;7;4
62;8;12
15;8;16
29;9;12
32;10;4
78;11;17
76;11;8
3;11;4
19;12;5
8;13;11
62;13;10
19;14;17
55;15;10
69;15;14
37;15;15
24;16;11
23;16;15
64;16;6
53;17;10
79;18;2
75;19;4
75;20;17
34;21;3
7;21;12
80;21;7
28;22;8
31;22;5
33;22;3
71;23;8
3;23;12
67;24;17
45;24;5
74;25;13
58;26;10
25;26;3
52;26;9
71;27;17
24;27;10
55;27;16
12;28;11
79;29;3
47;29;13
5;29;6
70;30;15
35;31;14
61;32;12
51;32;3
79;32;14
9;33;2
51;33;13
77;33;14
12;34;12
24;34;15
55;34;11
76;35;13
14;35;11
29;36;6
19;36;11
38;37;14
42;37;5
47;38;8
22;38;13
18;38;12
51;39;7
5;39;17
17;40;5
48;40;9
16;41;15
30;41;9
4;42;9
55;43;2
68;43;7
20;44;9
77;44;5
35;45;16
38;45;15
40;45;11
55;46;11
19;46;13
57;47;8
73;48;7
32;49;6
35;49;5
79;50;7
6;50;6
68;50;9
3;51;4
71;52;3
63;52;6
2;52;9
77;53;11
73;54;4
56;54;11
53;54;5
75;55;3
40;55;15
17;56;10
61;56;15
19;57;6
8;58;11
6;59;12
67;59;3
3;60;9
79;60;13
14;60;8
25;61;14
34;61;2
57;61;15
44;62;2
39;63;11
46;64;9
3;65;8
55;65;13
7;66;11
77;67;4
73;68;7
43;68;13
77;68;14
20;69;9
35;69;6
28;69;7
6;70;7
48;70;3
76;70;15
45;71;9
66;72;6
43;73;8
19;73;15
67;73;16
28;74;2
65;75;14
28;76;10
6;76;8
13;76;3
21;77;17
40;77;15
54;77;6
30;78;14
4;78;10
7;79;2
34;79;11
52;80;10
32;80;2
27;80;9
47;81;6
77;82;7
41;82;11
16;83;6
69;83;13
36;84;17
38;85;17
80;85;6
31;86;13
27;87;16
37;87;2
18;87;14
17;88;10
80;88;8
61;89;15
51;89;12
13;90;5
11;91;6
42;92;14
55;92;15
7;93;16
19;93;5
49;94;2
51;94;4
30;95;10
34;95;3
52;96;15
4;96;3
31;96;6
10;97;4
66;98;17
7;98;13
23;99;16
12;100;5
62;100;2
53;100;4
67;101;10
65;102;13
67;102;2
67;103;6
40;103;16
35;104;14
63;105;2
64;106;10
37;107;8
41;108;13
81;109;7
80;109;13
67;109;15
61;110;9
28;111;14
46;112;17
16;112;8
19;112;15
31;113;15
48;113;4
31;114;3
38;114;4
64;114;13
2;115;3
69;116;17
55;116;4
12;117;2
39;118;2
59;118;17
24;118;15
35;119;13
29;120;8
49;120;3
29;121;10
30;121;12
49;122;2
58;123;10
6;123;2
28;123;5
21;124;16
29;124;8
58;125;9
30;125;16
63;126;12
3;126;9
58;126;3
2;127;15
51;127;11
68;127;8
71;128;10
59;128;6
44;129;10
56;129;17
34;129;3
44;130;13
52;131;17
48;132;11
62;132;6
43;132;3
79;133;11
32;134;14
31;134;12
39;135;5
45;135;2
60;135;10
18;136;10
30;136;13
20;137;2
46;137;14
69;138;12
79;138;16
4;138;6
32;139;17
8;139;16
4;140;4
40;141;6
14;142;9
76;143;5
30;143;10
7;144;11
80;145;10
35;145;13
43;146;11
69;146;7
21;147;15
28;147;17
38;148;7
8;148;11
78;149;9
27;150;11
48;150;15
75;150;3
19;151;3
69;151;10
66;151;8
53;152;7
51;152;16
42;153;11
74;153;17
14;153;14
39;154;17
67;154;10
57;154;2
55;155;11
36;155;5
66;155;14
67;156;2
3;157;2
71;157;3
57;158;4
61;158;2
22;158;17
15;159;14
80;159;3
78;159;11
43;160;3
69;160;11
25;160;13
68;161;3
3;161;12
9;161;13
55;162;14
48;162;12
8;162;4
61;163;17
28;163;13
2;163;6
53;164;12
35;164;16
54;164;10
59;165;8
65;165;7
70;166;2
60;166;7
15;166;6
42;167;8
4;168;14
37;168;11
69;168;3
7;169;13
53;169;2
4;169;7
39;170;14
5;170;8
71;171;6
26;172;6
5;172;5
23;173;13
56;173;11
37;174;5
63;174;14
33;174;3
44;175;14
61;175;7
59;175;2
30;176;6
41;176;9
49;176;13
43;177;12
47;177;4
42;178;13
30;178;8
44;178;17
78;179;11
47;179;6
20;180;12
41;181;11
12;181;17
35;182;15
56;183;8
72;184;6
17;185;2
60;185;11
9;185;17
28;186;15
7;187;5
25;187;7
62;187;2
23;188;17
80;188;2
33;188;4
9;189;2
41;189;17
38;189;13
57;190;8
53;190;10
19;191;2
41;192;14
8;192;3
21;192;17
10;193;15
28;194;8
24;195;5
43;195;12
21;196;10
43;196;2
8;196;7
30;197;8
30;198;5
55;198;15
33;199;14
41;199;6
27;199;3
79;200;13
33;200;12
50;200;7
34;201;16
12;201;5
18;201;17
65;202;2
79;202;16
59;203;13
48;203;4
40;203;3
50;204;14
20;204;5
33;205;8
68;205;10
75;206;13
27;206;8
57;206;17
14;207;17
65;207;15
49;208;10
70;209;11
20;210;12
40;210;8
14;211;13
62;211;11
62;212;10
41;212;17
33;212;3
61;213;5
25;214;11
50;214;8
78;214;4
30;215;6
52;215;17
66;216;5
39;216;3
40;217;13
80;218;7
59;218;11
26;219;6
48;219;9
43;220;12
53;220;3
43;221;2
6;221;8
33;222;7
7;222;17
57;223;16
73;224;10
5;224;2
80;225;7
48;225;5
22;225;3
28;226;4
8;226;14
78;227;8
15;227;11
81;228;6
37;228;2
53;229;12
2;229;5
54;230;8
78;230;9
42;231;9
79;231;8
53;231;4
78;232;6
71;232;16
16;232;10
18;233;10
43;233;14
5;234;13
11;234;12
76;235;13
21;235;17
74;236;13
31;236;12
76;237;16
80;237;5
44;237;8
40;238;9
24;239;3
59;239;2
38;239;4
34;240;14
27;241;4
21;241;9
46;241;16
78;242;11
66;242;5
49;243;12
19;243;11
81;243;17
52;244;3
22;244;5
66;244;14
75;245;14
32;245;5
24;246;3
7;246;12
28;247;2
20;248;2
81;248;12
40;248;9
42;249;9
67;249;11
9;249;3
15;250;10
45;250;3
30;251;17
67;251;3
50;252;16
50;253;13
39;253;6
46;253;10
55;254;12
62;255;17
37;255;3
61;255;6
51;256;11
74;257;4
48;257;17
14;257;13
22;258;16
36;259;13
16;260;6
4;260;8
4;261;3
43;262;12
63;262;11
62;262;7
72;263;17
67;263;7
70;263;4
73;264;6
33;264;15
45;264;16
61;265;7
38;265;13
66;266;3
73;267;10
11;267;17
48;267;8
34;268;7
41;268;8
33;268;3
36;269;7
33;269;9
71;270;15
16;271;14
15;271;6
34;271;8
29;272;2
46;272;16
51;272;13
68;273;6
19;273;3
6;274;9
75;274;2
43;274;12
73;275;6
27;276;2
77;276;6
80;276;8
46;277;9
50;277;17
5;278;14
64;278;7
59;279;2
10;280;2
16;280;15
78;281;7
54;281;3
57;281;6
55;282;5
35;282;12
71;283;9
41;284;12
49;285;15
3;285;13
45;285;12
43;286;13
24;286;15
72;286;4
10;287;13
23;287;12
25;287;5
17;288;15
36;288;12
11;289;6
23;289;5
7;290;9
38;290;15
41;290;5
75;291;2
48;292;12
4;292;16
9;293;17
63;293;11
24;294;15
16;295;11
34;295;13
17;296;11
20;297;16
5;297;12
53;298;5
37;298;2
68;299;12
76;300;14
14;300;16
37;301;7
57;302;2
20;303;2
2;303;6
26;303;10
59;304;7
37;304;17
16;304;14
21;305;9
59;306;11
38;307;6
17;307;5
72;307;14
19;308;10
61;308;17
14;308;4
30;309;8
28;309;17
32;310;5
10;310;8
15;311;12
3;311;14
3;312;3
49;312;6
10;312;2
5;313;15
65;314;17
51;314;5
67;315;2
68;316;3
72;316;17
11;317;17
48;317;9
29;317;13
64;318;3
62;319;11
17;319;8
75;320;6
33;320;11
19;320;10
63;321;7
13;321;14
79;321;4
68;322;15
74;322;3
81;323;2
42;323;12
74;323;7
56;324;2
16;324;9
18;324;8
55;325;8
68;326;5
32;326;9
18;327;16
3;327;7
10;327;6
72;328;13
12;328;8
3;329;11
30;329;16
68;330;16
80;330;17
49;330;7
63;331;8
5;332;12
45;333;13
57;333;2
35;334;7
66;334;8
28;335;14
74;335;17
54;336;16
7;336;10
8;336;8
19;337;3
24;337;5
73;338;15
49;338;6
37;339;12
8;339;7
72;339;2
3;340;11
42;340;17
5;341;8
14;341;6
28;342;4
12;343;5
40;344;8
28;345;13
69;345;10
75;345;7
38;346;3
56;346;2
59;347;8
6;347;10
73;348;2
23;348;4
56;348;11
45;349;13
12;349;7
66;350;8
18;350;13
74;350;12
62;351;2
11;352;9
48;352;7
63;353;11
62;354;11
16;355;13
19;355;16
56;356;7
81;357;5
13;358;15
69;358;9
22;358;6
60;359;4
35;359;15
47;360;11
37;360;15
58;361;16
77;362;13
52;363;4
80;363;10
80;364;10
63;364;2
28;365;12
37;365;3
28;366;13
26;366;2
19;367;7
15;368;13
37;368;15
46;369;2
68;370;8
52;371;6
71;371;14
61;372;15
53;372;6
52;372;5
77;373;13
31;374;16
52;374;10
24;374;6
35;375;2
59;376;3
77;377;9
80;377;2
18;377;6
45;378;10
7;378;14
44;379;11
25;380;9
76;380;14
8;381;4
73;382;16
75;382;3
37;383;6
19;384;12
52;384;15
72;384;2
81;385;8
54;385;6
25;385;3
53;386;12
81;386;15
7;387;12
2;388;10
57;388;6
63;388;11
17;389;4
65;390;14
54;391;12
75;391;5
37;392;3
58;393;8
71;393;6
26;393;16
40;394;5
27;394;3
52;395;5
